user_id,income_regularity,spending_consistency,bill_payment_ratio,savings_rate,emi_burden_ratio,upi_activity_volume,rent_payment_regularity,cash_withdrawal_ratio,TARGET
USR_0893,0.4639,0.696,0.8333,0.1334,0.0618,8.8333,0.7424,0.1508,0
USR_0894,0.1597,0.1647,0.75,0.6022,0.2088,4.4286,0.8934,0.0652,0
USR_0895,0.3955,0.2901,0.7,-0.2155,0.5914,6.5714,0.6708,0.0286,0
USR_0896,0.1099,0.3378,0.5,-1.0,0.5428,4.8333,0.6328,0.3311,1
USR_0897,0.2622,0.8983,0.6875,-0.8067,0.6046,9.3333,0.5893,0.1631,1
USR_0898,0.1549,0.5558,0.8571,0.4299,0.2606,5.8333,0.9331,0.0753,0
USR_0899,0.1633,0.4927,0.75,0.4122,0.1627,3.5,0.8102,0.0634,0
USR_0900,0.7054,0.5587,0.6667,-0.0402,0.024,2.5,0.5,0.3031,0
USR_0901,0.5098,0.793,0.7778,-1.0,0.4063,6.0,0.6626,0.2362,1
USR_0902,0.1506,0.0,0.5714,0.2303,0.2404,2.8333,0.7321,0.0372,0
USR_0903,0.1325,0.3899,0.6364,0.1826,0.2839,7.4286,0.8889,0.173,0
USR_0904,0.0,0.4382,0.5,-0.2154,0.4987,3.1667,0.5,0.1571,1
USR_0905,0.0,0.2413,0.5714,0.0832,0.4188,5.5,0.8728,0.0973,0
USR_0906,0.3048,0.5304,0.7143,0.1715,0.3979,9.1667,0.6689,0.0516,0
USR_0907,0.4902,0.488,1.0,-0.8684,0.3469,6.5,0.7739,0.1186,1
USR_0908,0.2004,0.6662,0.6,0.5175,0.2498,6.2857,0.7329,0.0229,0
USR_0909,0.2153,0.3813,0.8,0.0146,0.5612,7.8333,0.83,0.0632,0
USR_0910,0.0,0.4683,1.0,-0.2883,0.0491,4.1667,0.7405,0.3293,0
USR_0911,0.3956,0.7538,0.7857,0.1591,0.4626,8.1667,0.7318,0.0495,0
USR_0912,0.1392,0.1774,0.8333,-0.0514,0.5163,4.0,0.7083,0.0579,0
USR_0913,0.4916,0.6302,0.7273,-0.6544,0.0963,6.6667,0.7135,0.2894,0
USR_0914,0.6212,0.7981,0.7692,0.2864,0.1085,10.0,0.6564,0.129,0
USR_0915,0.0302,0.463,0.6667,0.4994,0.1833,3.5,0.5,0.1491,0
USR_0916,0.276,0.5838,1.0,0.4998,0.1867,3.5714,0.6714,0.0692,0
USR_0917,0.5107,0.7551,1.0,-1.0,0.0919,7.1667,0.7999,0.352,1
USR_0918,0.3232,0.7146,0.8333,-0.3083,0.4315,4.6667,0.812,0.0572,0
USR_0919,0.2926,0.7507,0.7273,0.2319,0.2831,8.3333,0.7523,0.0663,0
USR_0920,0.1154,0.6159,0.625,-1.0,1.0,4.5,0.7379,0.0875,1
USR_0921,0.4103,0.6683,0.8,0.1571,0.3564,7.5,0.6863,0.079,0
USR_0922,0.0,0.3031,1.0,-0.206,0.0444,1.8333,0.5,0.2635,0
USR_0923,0.004,0.1854,0.6667,0.3886,0.0347,4.0,0.7965,0.1153,0
USR_0924,0.6108,0.0719,0.75,-0.8315,0.013,3.2857,0.4871,0.4419,0
USR_0925,0.3716,0.565,0.6,0.6725,0.0979,2.1667,0.8092,0.0766,0
USR_0926,0.0,0.6056,1.0,0.4489,0.334,3.6667,0.7968,0.0397,0
USR_0927,0.4186,0.6995,0.7857,-1.0,0.5787,7.5,0.7641,0.1761,1
USR_0928,0.0,0.2949,0.75,-0.2257,0.169,4.0,0.6989,0.1614,0
USR_0929,0.2753,0.7768,1.0,-0.0324,0.366,6.0,0.916,0.0592,0
USR_0930,0.3936,0.682,1.0,-1.0,0.2612,5.8333,0.7091,0.166,1
USR_0931,0.518,0.504,1.0,0.4795,0.175,4.0,0.5226,0.2801,0
USR_0932,0.6594,0.6315,0.6667,-0.2846,0.2657,7.6667,0.7833,0.13,0
USR_0933,0.0,0.396,1.0,-0.8611,1.0,4.8571,0.8544,0.0684,1
USR_0934,0.4354,0.5803,1.0,-0.7095,0.1416,10.8333,0.7508,0.1331,1
USR_0935,0.4334,0.5307,0.8571,0.2859,0.0718,3.8333,0.8477,0.19,0
USR_0936,0.3703,0.5633,0.6923,0.4153,0.2842,8.5,0.7115,0.0204,0
USR_0937,0.4738,0.5969,0.6842,0.4055,0.2692,9.1667,0.5546,0.116,0
USR_0938,0.5155,0.622,0.875,-0.2131,0.1451,10.1667,0.7182,0.1044,0
USR_0939,0.4392,0.5718,1.0,-0.3215,0.3221,7.3333,0.676,0.0814,0
USR_0940,0.6839,0.6693,0.6923,-0.0699,0.4066,8.1667,0.6934,0.0816,0
USR_0941,0.3317,0.4337,0.625,-0.8788,0.291,9.8333,0.7284,0.1887,1
USR_0942,0.139,0.5168,1.0,0.6208,0.0853,6.6667,0.8749,0.0913,0
USR_0943,0.3312,0.3003,0.75,0.5305,0.126,3.6667,0.6991,0.1001,0
USR_0944,0.3626,0.419,1.0,-0.9894,0.878,4.5,0.7098,0.0515,1
USR_0945,0.1135,0.3202,0.5,-0.005,0.6494,4.5,0.7389,0.0725,0
USR_0946,0.4238,0.6545,0.75,0.3051,0.0924,6.0,0.6747,0.167,0
USR_0947,0.6474,0.5118,0.9091,-0.0062,0.7043,8.8333,0.6784,0.0581,0
USR_0948,0.2524,0.3358,0.8182,0.3221,0.1332,8.2857,0.6409,0.1745,0
USR_0949,0.6638,0.6208,0.9,0.1559,0.1453,9.5,0.8036,0.0496,0
USR_0950,0.5688,0.6427,0.6667,-0.7594,0.0782,7.6667,0.7116,0.2007,1
USR_0951,0.4471,0.6866,1.0,0.5472,0.2321,5.5,0.923,0.0466,0
USR_0952,0.2525,0.3001,0.75,0.1033,0.3118,4.8571,0.7358,0.1167,0
USR_0953,0.1528,0.4339,0.5833,-0.1064,0.4328,7.8333,0.7061,0.0984,0
USR_0954,0.6496,0.5921,0.6923,-0.0678,0.0756,5.0,0.5,0.455,0
USR_0955,0.0,0.5446,1.0,-0.0263,0.094,5.6667,0.688,0.1577,0
USR_0956,0.0,0.1971,1.0,0.4776,0.3013,2.1667,0.7436,0.1329,0
USR_0957,0.2732,0.5922,0.6667,0.3917,0.3637,7.5,0.7382,0.0802,0
USR_0958,0.5543,0.7022,0.625,-0.5696,0.1287,10.5,0.8417,0.2337,0
USR_0959,0.5575,0.4857,1.0,-0.5616,0.7882,4.8333,0.8393,0.0588,0
USR_0960,0.0,0.6038,0.8333,-1.0,1.0,4.0,0.7931,0.169,1
USR_0961,0.0,0.673,1.0,-0.1108,0.1409,2.0,0.6975,0.085,0
USR_0962,0.5184,0.5812,1.0,0.2237,0.3028,7.6667,0.6721,0.07,0
USR_0963,0.0,0.1725,1.0,-0.3019,0.2619,3.6,0.7659,0.0833,0
USR_0964,0.0183,0.2707,0.8571,-0.4006,0.7125,4.8333,0.9102,0.0694,1
USR_0965,0.4318,0.3732,0.7,-1.0,1.0,5.0,0.8409,0.1098,1
USR_0966,0.2896,0.5731,1.0,-0.1663,0.3426,6.0,0.7118,0.1616,0
USR_0967,0.1911,0.6209,1.0,-0.1603,0.2919,9.0,0.7055,0.1777,0
USR_0968,0.3028,0.7538,1.0,0.6044,0.1007,8.1667,0.7919,0.0354,0
USR_0969,0.05,0.6323,0.75,0.0974,0.5119,7.2857,0.7357,0.0663,0
USR_0970,0.0,0.1183,0.6,-0.1116,0.6011,3.0,0.5,0.075,1
USR_0971,0.0,0.3578,1.0,-0.1124,0.5869,2.5714,0.9256,0.0976,0
USR_0972,0.4338,0.6234,0.8,-0.6763,0.274,4.8333,0.9261,0.2309,1
USR_0973,0.3335,0.4492,0.6471,0.3105,0.0952,8.5,0.739,0.1209,0
USR_0974,0.4418,0.4487,1.0,0.0036,0.4988,6.2857,0.6795,0.0274,0
USR_0975,0.4104,0.5919,0.6667,-0.084,0.2781,3.4286,0.5618,0.1163,0
USR_0976,0.5199,0.5215,0.7368,0.3994,0.2691,9.3333,0.7489,0.0537,0
USR_0977,0.5577,0.674,0.6364,0.252,0.2512,6.5,0.784,0.0685,0
USR_0978,0.6405,0.5748,0.7143,-0.6379,0.1238,6.6667,0.8292,0.1324,0
USR_0979,0.4427,0.5251,0.7143,-0.6015,0.2949,6.0,0.7472,0.1739,1
USR_0980,0.0,0.0,1.0,0.4758,0.3628,4.3333,0.5,0.0581,0
USR_0981,0.0276,0.4077,0.8333,-0.7997,0.1254,3.6667,0.8017,0.2204,1
USR_0982,0.3818,0.6338,1.0,0.314,0.3439,10.6667,0.8432,0.0815,0
USR_0983,0.1642,0.856,0.75,0.3215,0.0693,9.5,0.7642,0.1462,0
USR_0984,0.2526,0.682,1.0,0.033,0.3035,7.5,0.7661,0.1735,0
USR_0985,0.0394,0.56,1.0,-1.0,0.6219,6.6667,0.6484,0.0437,1
USR_0986,0.73,0.757,0.7143,-0.037,0.6531,6.1667,0.6974,0.0607,0
USR_0987,0.4652,0.6626,0.7059,0.2979,0.1024,9.6667,0.7681,0.0855,0
USR_0988,0.0,0.3461,1.0,-1.0,1.0,3.8571,0.7297,0.1403,1
USR_0989,0.1667,0.4302,1.0,-0.0087,0.5944,6.3333,0.6776,0.0665,0
USR_0990,0.4295,0.3439,0.6667,-0.3283,0.0767,4.1667,0.757,0.2587,1
USR_0991,0.5841,0.4702,1.0,0.0975,0.209,6.6667,0.6087,0.2007,0
USR_0992,0.6719,0.5774,0.6364,0.1472,0.2608,9.3333,0.7634,0.0718,0
USR_0993,0.2879,0.6446,0.8182,0.1733,0.1863,4.8333,0.7841,0.1097,0
USR_0994,0.7731,0.6843,0.9091,0.1529,0.0158,9.5,0.7899,0.2271,0
USR_0995,0.0782,0.6711,0.6429,0.037,0.4915,10.6667,0.7662,0.0478,0
USR_0996,0.2864,0.4594,0.8571,0.5488,0.065,5.3333,0.7216,0.1846,0
USR_0997,0.1962,0.6944,0.9333,0.1926,0.1205,7.3333,0.6638,0.1461,0
USR_0998,0.3783,0.3603,0.625,-1.0,0.2606,4.6667,0.798,0.1521,1
USR_0999,0.7208,0.3666,0.875,0.5581,0.1278,4.1667,0.7793,0.0559,0
USR_1000,0.3603,0.4109,1.0,0.2658,0.091,4.8333,0.9716,0.2534,0
USR_1001,0.4405,0.3907,0.9,-0.1671,0.2161,6.0,0.7357,0.0092,0
USR_1002,0.5222,0.5067,1.0,-0.2852,0.2032,5.5,0.9125,0.1811,0
USR_1003,0.1603,0.5176,1.0,0.632,0.0384,9.8333,0.7156,0.0866,0
USR_1004,0.3733,0.5201,0.6667,0.335,0.3149,9.1667,0.7291,0.0192,0
USR_1005,0.3001,0.6039,1.0,-0.3396,0.0743,6.0,0.974,0.1229,0
USR_1006,0.0102,0.8426,0.6667,-1.0,0.5894,7.8333,0.7783,0.1291,1
USR_1007,0.1717,0.6939,0.875,-0.0405,0.6785,6.1667,0.5883,0.0615,0
USR_1008,0.0269,0.0,0.75,0.4333,0.0294,3.3333,0.8609,0.2298,0
USR_1009,0.2273,0.6719,0.75,-0.3375,0.7422,5.8333,0.7669,0.0602,1
USR_1010,0.602,0.4504,1.0,0.3247,0.0197,5.3333,0.7257,0.3171,0
USR_1011,0.3523,0.4865,0.7895,-0.5158,0.0779,8.3333,0.7315,0.3094,0
USR_1012,0.3869,0.5603,0.7895,-0.3147,0.2114,8.3333,0.6921,0.2155,0
USR_1013,0.5139,0.2805,1.0,-1.0,0.316,6.7143,0.7761,0.2178,0
USR_1014,0.395,0.4967,0.8333,-0.1142,0.1777,5.8571,0.6744,0.1406,0
USR_1015,0.5272,0.5761,0.875,-0.3441,0.2767,5.5,0.7662,0.1111,0
USR_1016,0.2758,0.7832,0.9286,0.2804,0.1894,7.1667,0.7419,0.1453,0
USR_1017,0.4559,0.0,1.0,0.6003,0.2506,2.3333,0.5,0.0254,0
USR_1018,0.5423,0.4234,0.875,-0.2553,0.1439,6.8571,0.7631,0.3032,0
USR_1019,0.5211,0.3625,0.6667,0.5777,0.2116,7.0,0.6479,0.0,0
USR_1020,0.3785,0.2867,1.0,0.5872,0.1771,2.6667,0.7659,0.0069,0
USR_1021,0.1838,0.7457,0.7273,0.1474,0.0623,6.3333,0.6245,0.1248,0
USR_1022,0.2406,0.4387,0.6667,0.4369,0.0534,8.6667,0.7958,0.2178,0
USR_1023,0.6881,0.3538,1.0,-0.2463,0.6808,6.8333,0.6544,0.1018,0
USR_1024,0.4005,0.4455,1.0,-0.9941,0.4209,2.6,0.5,0.0218,1
USR_1025,0.4228,0.3355,0.7273,-1.0,1.0,5.5,0.7337,0.0481,1
USR_1026,0.0,0.624,1.0,-0.1246,0.3352,6.1667,0.7299,0.0617,0
USR_1027,0.4941,0.6285,0.7273,0.3821,0.0404,5.0,0.7532,0.0062,0
USR_1028,0.4181,0.3468,0.8571,-1.0,0.3835,4.4286,0.6815,0.2214,1
USR_1029,0.116,0.0,0.8,0.6353,0.0419,3.2857,0.7972,0.1275,0
USR_1030,0.0,0.4012,1.0,-1.0,1.0,3.7143,0.8244,0.0412,1
USR_1031,0.2859,0.4268,1.0,-0.7714,0.1494,3.5,0.6965,0.279,1
USR_1032,0.1804,0.6607,0.75,-1.0,1.0,3.8333,0.8416,0.0892,1
USR_1033,0.5289,0.711,0.8,-0.6434,0.1327,5.6667,0.71,0.3177,0
USR_1034,0.4145,0.7088,0.6,0.2639,0.3342,7.0,0.7035,0.0709,0
USR_1035,0.2313,0.704,1.0,-0.1944,0.2453,7.6667,0.7509,0.2208,0
USR_1036,0.3632,0.6926,0.7143,-0.1612,0.4162,8.5,0.7498,0.0764,0
USR_1037,0.3392,0.6924,0.8,-0.2379,0.2099,3.6667,0.8061,0.2245,0
USR_1038,0.1437,0.5748,0.8571,-1.0,0.8468,5.8333,0.7289,0.1362,1
USR_1039,0.1802,0.4742,1.0,0.6024,0.1073,1.8571,0.8082,0.2751,0
USR_1040,0.0,0.5151,0.8889,0.1736,0.3338,5.5,0.8244,0.1195,0
USR_1041,0.1251,0.4595,0.8125,-0.0598,0.5977,9.0,0.7891,0.0323,0
USR_1042,0.3331,0.44,1.0,0.2236,0.2837,5.3333,0.786,0.1487,0
USR_1043,0.175,0.6229,1.0,-0.8516,1.0,6.8333,0.7242,0.0167,1
USR_1044,0.1036,0.8327,0.6667,-0.0011,0.6496,8.8333,0.7278,0.0533,0
USR_1045,0.2856,0.7026,0.5556,-0.2143,0.2054,6.8333,0.702,0.1385,0
USR_1046,0.6096,0.7359,1.0,-1.0,0.096,8.5,0.7103,0.2021,0
USR_1047,0.4264,0.5237,0.6667,0.0221,0.2075,9.3333,0.6667,0.2369,0
USR_1048,0.441,0.6226,0.5556,0.2513,0.1063,8.0,0.6769,0.2369,0
USR_1049,0.2938,0.5991,0.625,0.6099,0.2128,6.6667,0.7019,0.0442,0
USR_1050,0.3476,0.3007,1.0,-0.9432,0.0342,3.7143,0.6472,0.0,1
USR_1051,0.531,0.3874,0.75,-1.0,0.1096,4.0,0.8233,0.0471,1
USR_1052,0.0,0.7415,1.0,0.2942,0.1528,3.8333,0.5,0.084,0
USR_1053,0.6915,0.5151,0.8,0.5044,0.1222,6.5,0.732,0.0882,0
USR_1054,0.0,0.1923,0.75,-0.5986,0.9114,2.8333,0.7606,0.0038,1
USR_1055,0.2141,0.5513,0.8889,-0.4853,0.069,6.0,0.7053,0.174,0
USR_1056,0.4298,0.5986,0.5882,-0.1561,0.575,9.1667,0.7535,0.0503,0
USR_1057,0.6611,0.5797,1.0,-0.477,0.0347,2.3333,0.8818,0.5386,0
USR_1058,0.6168,0.5059,0.8333,0.3922,0.174,4.5714,0.7267,0.0941,0
USR_1059,0.6086,0.3295,1.0,0.0606,0.7043,4.0,0.7471,0.0563,0
USR_1060,0.353,0.6031,0.75,-0.1846,0.6187,4.8333,0.8356,0.0506,0
USR_1061,0.1345,0.0468,1.0,0.1643,0.2394,1.8333,0.7999,0.0295,0
USR_1062,0.4669,0.3637,0.8333,0.3198,0.1653,8.1429,0.7301,0.1081,0
USR_1063,0.4643,0.4331,0.7692,0.2357,0.235,7.8333,0.755,0.1365,0
USR_1064,0.1724,0.3007,0.7143,0.0631,0.3608,4.2857,0.7389,0.1267,0
USR_1065,0.3701,0.3742,0.8,-1.0,0.3721,2.3333,0.5,0.2184,1
USR_1066,0.0,0.241,1.0,-0.1866,0.7265,3.1667,0.5,0.0313,0
USR_1067,0.4167,0.7135,0.6154,0.0238,0.1983,8.6667,0.8253,0.189,0
USR_1068,0.0,0.46,0.625,-0.3257,0.7613,7.6667,0.7604,0.0816,1
USR_1069,0.0,0.2917,1.0,0.2426,0.13,3.5,0.6121,0.0926,0
USR_1070,0.1873,0.8784,0.5455,-0.2461,0.5193,7.0,0.8098,0.0455,1
USR_1071,0.3677,0.3634,0.8571,0.3392,0.3725,5.3333,0.7617,0.0634,0
USR_1072,0.4745,0.6345,0.6923,-0.7298,0.3843,10.5,0.6995,0.1816,1
USR_1073,0.6173,0.7442,0.8,0.1525,0.1973,9.5,0.65,0.1753,0
USR_1074,0.0527,0.3771,0.9091,-0.588,0.3582,8.0,0.7875,0.1807,0
USR_1075,0.3941,0.6823,0.5714,-0.0713,0.3908,7.0,0.8063,0.0724,0
USR_1076,0.0,0.8148,1.0,-0.5879,0.3242,5.1667,0.7853,0.1473,0
USR_1077,0.9322,0.4547,0.9,-0.2971,0.4963,5.1667,0.7306,0.139,0
USR_1078,0.4792,0.6493,1.0,-0.2569,0.3201,7.0,0.7006,0.1827,1
USR_1079,0.5117,0.4178,0.75,-0.1917,0.0509,3.0,0.7944,0.2653,0
USR_1080,0.3144,0.2803,1.0,-1.0,0.313,3.8333,0.5912,0.1737,0
USR_1081,0.1559,0.3512,1.0,0.4908,0.345,3.6667,0.9244,0.0265,0
USR_1082,0.0,0.3708,1.0,0.2831,0.1931,5.6667,0.6445,0.0959,0
USR_1083,0.1843,0.7674,0.6429,0.6505,0.1184,7.0,0.6664,0.0694,0
USR_1084,0.0052,0.5319,1.0,-0.2502,0.2394,4.0,0.8347,0.1144,0
USR_1085,0.2065,0.1699,0.8571,-0.5088,0.0624,2.6667,0.8315,0.1842,0
USR_1086,0.2279,0.3719,0.7143,0.5037,0.1575,3.5,0.8096,0.2038,0
USR_1087,0.2513,0.536,1.0,0.2293,0.46,6.6667,0.7799,0.0256,0
USR_1088,0.4223,0.6686,1.0,0.1272,0.1169,9.0,0.7849,0.1515,0
USR_1089,0.0,0.724,1.0,-1.0,0.3598,4.8333,0.7502,0.1563,1
USR_1090,0.0,0.5423,1.0,0.259,0.283,4.6667,0.7938,0.0632,0
USR_1091,0.3743,0.5065,0.7857,0.1438,0.4019,10.5,0.7291,0.0868,0
USR_1092,0.5862,0.4875,1.0,0.4527,0.107,2.0,0.7349,0.0913,0
USR_1093,0.4477,0.3918,0.9333,-0.0781,0.0379,7.1429,0.7423,0.161,0
USR_1094,0.4127,0.5607,0.75,0.6254,0.0644,6.5,0.8013,0.1005,0
USR_1095,0.7225,0.4518,1.0,-0.4122,0.2177,3.1667,0.8811,0.2181,0
USR_1096,0.4693,0.431,1.0,0.3725,0.1647,6.1667,0.7134,0.0126,0
USR_1097,0.4356,0.106,0.75,0.6985,0.1162,6.1667,0.7625,0.0841,0
USR_1098,0.5191,0.6424,0.7692,-0.4765,0.2698,6.5,0.737,0.151,0
USR_1099,0.1366,0.5011,0.7857,-0.5314,0.2938,9.0,0.7902,0.1982,0
USR_1100,0.3698,0.6317,0.8571,-0.2396,0.0274,5.8571,0.7528,0.1965,0
USR_1101,0.1793,0.448,0.9091,-0.4612,0.7184,4.8333,0.7303,0.0914,1
USR_1102,0.3553,0.5305,0.8571,0.1813,0.3296,5.0,0.7015,0.1254,0
USR_1103,0.5144,0.2088,0.75,0.2284,0.1647,3.3333,0.624,0.0,0
USR_1104,0.3948,0.4373,0.875,-0.2742,0.6642,4.5,0.7397,0.0918,1
USR_1105,0.0,0.6088,1.0,-0.4308,0.7503,3.6667,0.6699,0.0468,1
USR_1106,0.2642,0.6489,1.0,-0.1144,0.1767,9.0,0.7331,0.202,0
USR_1107,0.284,0.7122,0.6667,-0.3784,0.3828,6.6667,0.7084,0.0589,1
USR_1108,0.2165,0.6191,0.5714,-1.0,0.3911,6.1667,0.7791,0.1398,1
USR_1109,0.0,0.3659,1.0,0.1762,0.4847,2.6667,0.7397,0.07,0
USR_1110,0.2268,0.6486,0.8125,0.0775,0.111,9.5,0.7608,0.1172,0
USR_1111,0.1994,0.3749,0.75,0.3758,0.0752,2.6667,0.9728,0.4405,0
USR_1112,0.4557,0.5144,0.6667,-0.742,0.183,4.2857,0.6927,0.2329,0
USR_1113,0.2922,0.8657,1.0,0.1588,0.287,10.1667,0.7366,0.0739,0
USR_1114,0.9407,0.5962,1.0,-0.2739,0.057,6.3333,0.7869,0.0831,0
USR_1115,0.0,0.6818,0.8,-0.0355,0.2338,5.1667,0.5704,0.108,0
USR_1116,0.5068,0.0874,0.6,0.0029,0.2401,3.3333,0.6037,0.0297,0
USR_1117,0.2767,0.5077,0.7,-0.5021,0.1616,5.8333,0.739,0.1875,0
USR_1118,0.3075,0.3015,1.0,0.4194,0.162,7.8571,0.8015,0.1567,0
USR_1119,0.2668,0.658,0.75,-0.108,0.433,5.5,0.6858,0.1359,0
USR_1120,0.1099,0.3416,1.0,0.3554,0.0166,2.8571,0.5699,0.0761,0
USR_1121,0.589,0.4167,0.6667,-1.0,0.0586,10.3333,0.8585,0.2462,1
USR_1122,0.3577,0.807,0.5556,0.253,0.1472,7.5,0.6937,0.1609,0
USR_1123,0.3772,0.5915,1.0,0.3851,0.2372,8.4286,0.7153,0.0255,0
USR_1124,0.0,0.6032,1.0,0.4292,0.1082,4.1667,0.8668,0.2185,0
USR_1125,0.1215,0.4525,1.0,-0.1483,0.3316,2.8333,0.8137,0.2299,0
USR_1126,0.3294,0.3869,1.0,0.1501,0.3231,8.6667,0.7775,0.0793,0
USR_1127,0.0,0.5536,1.0,-0.5593,0.6751,3.1667,0.7988,0.0353,1
USR_1128,0.0,0.3435,0.75,0.6695,0.1146,4.8333,0.8391,0.047,0
USR_1129,0.7096,0.5792,1.0,-0.3072,0.637,6.5,0.7734,0.0895,1
USR_1130,0.0,0.6078,1.0,-1.0,1.0,4.8333,0.754,0.0967,1
USR_1131,0.3999,0.7167,0.875,-1.0,0.4872,8.3333,0.8283,0.3032,1
USR_1132,0.382,0.7492,0.8333,-0.0613,0.2089,8.6667,0.7426,0.1906,0
USR_1133,0.1762,0.6013,1.0,-0.7,0.6766,6.6667,0.7338,0.0433,1
USR_1134,0.4035,0.4456,1.0,-0.0426,0.1151,7.4286,0.79,0.061,0
USR_1135,0.5913,0.5234,1.0,0.3926,0.1316,5.1667,0.7901,0.1683,0
USR_1136,0.12,0.6796,0.6,-0.13,0.4983,7.8333,0.6807,0.0908,0
USR_1137,0.2495,0.605,0.8333,-0.7885,0.3371,5.8333,0.7304,0.0459,1
USR_1138,0.4606,0.5964,0.6667,-0.4599,0.3503,5.1667,0.7651,0.2712,1
USR_1139,0.4331,0.5882,0.7778,-0.0389,0.4052,5.5,0.9719,0.0911,0
USR_1140,0.4418,0.5959,0.8,-0.8809,0.0416,9.5,0.723,0.0975,0
USR_1141,0.0,0.2882,1.0,-1.0,1.0,2.1667,0.8188,0.0772,1
USR_1142,0.3542,0.7749,0.7778,0.2016,0.1291,8.6667,0.7665,0.1386,0
USR_1143,0.1422,0.111,1.0,-0.3841,1.0,2.3333,0.7627,0.0,1
USR_1144,0.2092,0.6973,0.5625,0.3375,0.0982,7.6667,0.6753,0.1506,0
USR_1145,0.4728,0.4694,1.0,-0.0037,0.2818,3.5,0.9577,0.0776,0
USR_1146,0.5888,0.6108,0.6154,0.2747,0.2545,6.5,0.6723,0.1139,0
USR_1147,0.6036,0.2899,0.75,0.5541,0.0393,4.5,0.6494,0.0648,0
USR_1148,0.451,0.1098,0.9286,0.6293,0.0355,5.1667,0.7089,0.0441,0
USR_1149,0.6879,0.4892,1.0,0.3242,0.4488,3.5,0.7674,0.0549,0
USR_1150,0.3523,0.4324,0.8333,0.109,0.2645,5.5,0.7208,0.2764,0
USR_1151,0.3302,0.6965,1.0,-0.0145,0.3522,6.3333,0.7258,0.1781,0
USR_1152,0.6313,0.2736,0.7143,0.8116,0.0303,3.8571,0.9774,0.1364,0
USR_1153,0.6221,0.661,0.9286,0.4226,0.0438,8.1667,0.8069,0.121,0
USR_1154,0.5215,0.57,0.5455,0.4683,0.1844,4.6667,0.7483,0.1315,0
USR_1155,0.5104,0.6075,1.0,0.3626,0.0749,7.5,0.7303,0.1531,0
USR_1156,0.6283,0.5328,1.0,-1.0,0.1513,2.8333,0.5,0.2192,1
USR_1157,0.0,0.4784,0.6667,0.2434,0.2335,5.1667,0.8904,0.0735,0
USR_1158,0.4125,0.6755,0.5455,0.14,0.3826,6.8333,0.7508,0.0549,0
USR_1159,0.2526,0.5307,1.0,0.2475,0.1059,3.1667,0.7052,0.2364,0
USR_1160,0.0,0.708,1.0,-0.2374,0.6026,8.6667,0.7466,0.0687,1
USR_1161,0.3798,0.6256,0.5385,0.3967,0.2464,7.3333,0.6809,0.0582,0
USR_1162,0.2737,0.3819,0.7143,-1.0,0.1479,2.6667,0.5,0.0926,1
USR_1163,0.3608,0.3665,0.9231,-0.1805,0.5233,4.8571,0.8481,0.0756,0
USR_1164,0.2544,0.4297,0.75,-0.7364,0.1739,5.0,0.8191,0.2209,0
USR_1165,0.0686,0.5997,0.6923,0.0809,0.304,10.5,0.6049,0.1032,0
USR_1166,0.4283,0.4631,1.0,-0.892,0.4992,5.5,0.7345,0.1014,1
USR_1167,0.3573,0.5238,0.8889,0.1471,0.4892,6.5,0.7024,0.0541,0
USR_1168,0.7935,0.6948,0.625,-0.5334,0.082,7.0,0.5,0.2067,0
USR_1169,0.4244,0.0501,1.0,0.4303,0.2626,7.8333,0.7807,0.0882,0
USR_1170,0.3923,0.5787,0.8,-0.2164,0.4834,4.3333,0.8898,0.0798,0
USR_1171,0.3423,0.2366,1.0,-0.9091,0.4695,2.6667,0.5,0.4125,1
USR_1172,0.0768,0.4836,0.6875,0.6568,0.1833,4.1667,0.8774,0.0908,0
USR_1173,0.2042,0.2392,0.8182,0.4244,0.0874,6.7143,0.7415,0.0944,0
USR_1174,0.02,0.1945,0.8333,0.0403,0.5917,2.5,0.9597,0.0613,0
USR_1175,0.0903,0.3491,0.9091,0.0779,0.3221,8.2857,0.7825,0.0736,0
USR_1176,0.4648,0.6811,0.8667,0.6555,0.1289,7.0,0.7851,0.0696,0
USR_1177,0.4619,0.4928,0.7778,0.2605,0.1936,3.3333,0.7847,0.1045,0
USR_1178,0.5713,0.4975,1.0,-0.1265,0.247,9.1667,0.6559,0.0042,0
USR_1179,0.1953,0.3948,0.6,-1.0,0.7938,2.5,0.7642,0.0473,1
USR_1180,0.0,0.667,0.6,-0.8863,0.4273,6.0,0.7821,0.1985,1
USR_1181,0.1578,0.3776,0.8333,-0.3551,0.6821,6.7143,0.792,0.0659,1
USR_1182,0.4137,0.6982,0.75,-0.4697,0.3706,11.1667,0.6763,0.0738,0
USR_1183,0.0,0.5073,1.0,0.3227,0.1765,2.0,0.6708,0.0359,0
USR_1184,0.4455,0.4724,0.7692,0.616,0.1792,8.5,0.6991,0.108,0
USR_1185,0.5032,0.3386,1.0,-0.2502,0.0883,4.2857,0.9818,0.1207,0
USR_1186,0.3626,0.4484,1.0,0.2306,0.4833,4.3333,0.5,0.131,0
USR_1187,0.1549,0.8567,1.0,0.054,0.5738,4.8333,0.7708,0.0393,0
USR_1188,0.6457,0.5562,0.7778,-0.3195,0.0282,7.5,0.6829,0.1624,0
USR_1189,0.3036,0.4952,0.9444,-0.1956,0.4707,7.4286,0.7011,0.1077,0
USR_1190,0.5927,0.4659,1.0,0.0471,0.105,7.2857,0.6818,0.1307,0
